Year,bank_id,Model,MES,CoVaR,ACoVaR,Size,Lev,Cost_TI,NPA,DSIB,RWA_TA,WPS,ROE,Acquirer,Target,Type,Distance
2021,CUB,BM1,-2.6566754,-1.8820488,-0.515079,10.88391078,9.124843863,21.78093218,5.113889448,0,0.7099661,0.2858565,10.645,0,0,0,29.15282084
2020,CUB,BM1,-6.4840414,-2.6625873,-0.6438,10.81443469,9.390653533,20.90810467,4.087786473,0,0.8845698,0.2921815,9.397725805,0,0,0,30.75335666
2019,CUB,BM1,-0.8893452,-1.8896336,-0.4853422,10.72015436,9.349546698,20.69075693,2.954914903,0,1.0436578,0.298355,15.16774647,0,0,0,32.95965928
2018,CUB,BM1,-0.615986,-1.7644524,-0.4585431,10.59506463,9.592838843,19.18018758,3.033268777,0,1.0261614,0.2785536,15.3100936,0,0,0,33.55940299
2017,CUB,BM1,-0.2914681,-1.4975903,-0.4085011,10.47081002,9.879222648,18.83611274,2.828339055,0,1.0765284,0.2710334,15.18435916,0,0,0,30.42696686
2016,CUB,BM1,-2.0683294,-1.8821324,-0.4759866,10.36734613,10.42070973,16.62783707,2.408974691,0,1.2072333,0.2690882,15.47426586,0,0,0,30.89659575
2015,CUB,BM1,-0.9170597,-1.8980723,-0.4724223,10.23534655,10.33978756,16.36931194,1.856534579,0,1.2956729,0.2551979,16.736542,0,0,0,30.80411256
2014,CUB,BM1,-1.56487,-1.6108283,-0.4193297,10.1263841,12.34304385,16.21742975,1.806378601,0,1.4466997,0.2580153,18.936831,0,0,0,29.58084326
2013,CUB,BM1,-1.6186859,-2.0357551,-0.4883986,10.04225257,14.00470735,15.19662549,1.12821061,0,1.4770144,0.2732926,22.3331,0,0,0,30.02594056
2012,CUB,BM1,-0.9574948,-2.0174816,-0.4874219,9.817420706,14.76204944,14.69778477,1.010497721,0,1.7697011,0.2532058,24.914374,0,0,0,26.04143997
2011,CUB,BM1,-2.5946596,-2.4796351,-0.5746204,9.588195735,14.49551644,15.72896049,1.205707817,0,2.177096,0.2299604,23.474215,0,0,0,21.56253124
2010,CUB,BM1,-1.8401194,-1.9962969,-0.5272263,9.355257689,14.00064908,15.07589666,1.355718886,0,2.5682617,0.2166582,20.552879,0,0,0,20.51680455
2009,CUB,BM4,-3.801521,-3.5141507,-0.7981817,9.132487689,13.99721266,15.03412139,1.795217209,0,2.7258336,0.2019743,19.89525,0,0,0,16.20928693
2008,CUB,BM1,-4.6704309,-4.1371749,-0.8574374,8.902314943,12.96430205,16.01627579,1.81420765,0,3.4890656,0.1935192,21.817291,0,0,0,12.6824511
2007,CUB,BM1,-3.9279145,-2.9577758,-0.6594867,8.587281391,14.6647512,19.83890288,2.573964497,0,3.7351752,0.174247,22.032486,0,0,0,25.64423365
2006,CUB,BM1,-3.3473708,-2.5801638,-0.6043708,8.325317806,14.4229225,19.17486494,4.320224224,0,4.7163778,0.1625059,21.399677,0,0,0,24.01204511
2005,CUB,BM1,-2.275623,-2.0534696,-0.5240537,8.159204556,14.52074668,19.31492741,5.883491388,0,5.6372389,0.1684431,20.884266,0,0,0,33.08308649
2024,DCB,BM3,-3.3664101,-1.8988655,-0.6039562,11.05147661,12.4302141,26.34712434,3.234359964,0,2.9911025,0.2270834,11.122822,0,0,0,28.1205529
2023,DCB,BM3,-2.4306269,-1.5650854,-0.5286222,10.86601031,11.46836784,29.06204564,3.191714345,0,3.3894949,0.2162702,10.808178,0,0,0,27.36149727
2022,DCB,BM3,-2.2893908,-1.8696327,-0.5575115,10.70979736,11.06310328,25.53882232,4.321178104,0,3.6694463,0.2019231,7.364906,0,0,0,21.22237772
2021,DCB,BM3,-3.6549236,-1.6616362,-0.4956047,10.58663816,10.53643814,21.68592368,4.092661322,0,3.9864764,0.1906498,9.353,0,0,0,21.51919944
2020,DCB,BM3,-5.6072956,-2.4753206,-0.7016591,10.55854704,11.25173402,22.98899549,2.458234039,0,4.541781,0.2173154,10.33798937,0,0,0,22.81729547
2019,DCB,BM3,-2.2655177,-1.8300311,-0.5917969,10.485475,11.48793771,25.14563942,1.842012281,0,5.1448748,0.2206557,10.98572718,0,0,0,21.5249701
2018,DCB,BM3,-1.1285623,-1.7374086,-0.5788183,10.31632846,10.76349767,28.66899858,1.794554335,0,6.1894533,0.2035514,9.788809296,0,0,0,21.50987453
2017,DCB,BM3,-1.5514407,-1.4875502,-0.4951179,10.08773969,10.90596086,26.9991446,1.592865566,0,8.6244554,0.1735976,9.991113959,0,0,0,20.00301933
2016,DCB,BM3,-3.8965975,-1.8976453,-0.6071467,9.85841294,10.66779597,25.58370794,1.514466772,0,10.5439506,0.1478896,11.50773449,0,0,0,25.19408633
2015,DCB,BM3,-2.8893431,-1.9726176,-0.638174,9.688577829,10.15519069,24.96591134,1.762398688,0,11.6931352,0.1336585,13.942081,0,0,0,20.16523348
2014,DCB,BM3,-3.2952355,-1.7284047,-0.6141323,9.466774565,11.1989531,25.18602963,1.685898123,0,14.1285672,0.1210003,14.034232,0,0,0,15.5252739
2013,DCB,BM3,-2.5803117,-2.1586327,-0.7174452,9.330682255,11.24442383,26.64687424,3.183497583,0,16.2934065,0.1125734,10.9484,0,0,0,13.88657483
2012,DCB,BM3,-3.8391568,-2.123671,-0.7264909,9.068413527,10.07335124,29.88374891,4.399003038,0,17.9990359,0.0981717,7.428501,0,0,0,10.54183691
2011,DCB,BM1,-3.2944639,-2.521921,-0.8115935,8.910973268,11.92758289,33.18837808,5.864056761,0,20.3797661,0.0998984,3.50551,0,0,0,5.891315582
2010,DCB,BM1,-2.2702835,-1.858965,-0.6069207,8.722036747,10.20896701,35.44711905,8.690869386,0,21.9451712,0.1008513,-13.081106,0,0,0,6.192460052
2009,DCB,BM1,-6.5003654,-3.2731499,-0.8957345,8.689977681,9.932629158,31.6203494,8.780046264,0,22.0512722,0.1143653,-14.272522,0,0,0,13.00296595
2008,DCB,BM1,-8.5777627,-4.1964793,-1.1859007,8.933591632,11.91944852,32.33596325,1.534713764,0,17.1802304,0.182974,7.887375,0,0,0,17.8106337
2007,DCB,BM1,-4.819171,-2.9302292,-0.8717265,8.568294359,15.67073552,38.93053717,5.139035551,0,24.7402898,0.1637118,2.948865,0,0,0,20.65327783
2006,DCB,BM1,-7.7275178,-2.0096993,-0.6840165,8.227301373,22.78929908,45.15573303,15.00848314,0,21.0629728,0.1443166,-46.896027,0,0,0,22.53199561
2024,DHB,BM2,-1.624071,-1.8025249,-0.3843081,9.67795921,15.50055809,39.84770403,4.051309876,0,12.4712923,0.0657526,5.808582,0,0,0,27.99762089
2023,DHB,BM2,-2.4233045,-1.4944261,-0.3633123,9.624575742,15.74376846,37.27384436,5.187375745,0,13.5715812,0.0700204,5.304507,0,0,0,26.19242112
2022,DHB,BM2,-2.6716501,-1.776435,-0.3613076,9.532116839,15.32858024,36.57662922,6.318883696,0,14.1293068,0.0721911,4.070526,0,0,0,23.44495074
2021,DHB,BM2,-1.9348365,-1.6027806,-0.3494295,9.48010081,15.15626423,34.76258497,9.227548559,0,13.3511074,0.0751711,4.398,0,0,0,27.01935986
2020,DHB,BM4,-5.886213,-2.3380188,-0.409593,9.414512425,14.83242939,29.44817689,5.901257411,0,14.3154998,0.0780253,8.284224131,0,0,0,21.79614769
2019,DHB,BM4,-1.2563812,-1.7421697,-0.3882631,9.375760653,15.50176448,29.73775692,7.471757138,0,15.5954345,0.0822815,1.544954141,0,0,0,18.70032075
2018,DHB,BM4,-1.3337421,-1.653416,-0.3862009,9.416253089,16.39368401,27.07401833,7.348120753,0,14.8469783,0.0925865,-3.543514881,0,0,0,22.02505048
2017,DHB,BM4,-2.0117912,-1.4305563,-0.3509646,9.420043776,18.84409671,29.04371112,4.784902049,0,16.5837043,0.10164,2.129630123,0,0,0,19.05180194
2016,DHB,BM1,-2.5408669,-1.7816418,-0.3797548,9.430518138,24.53562307,29.73481803,6.357728688,0,18.9580437,0.1124953,-34.00723618,0,0,0,14.23611656
2015,DHB,BM1,-1.5045419,-1.8309161,-0.384731,9.571638216,19.82704906,26.17357218,7.000001254,0,12.8922043,0.1312476,-33.074065,0,0,0,13.92314892
2014,DHB,BM1,-3.2003275,-1.5865294,-0.3822572,9.594758124,19.94729315,25.4500151,5.983137557,0,9.8895257,0.1421887,-33.536728,0,0,0,15.33284283
2013,DHB,BM3,-1.9003779,-1.988959,-0.4170135,9.534565793,18.05434715,23.85727454,4.889638027,0,5.5660914,0.1507755,0.351014,0,0,0,22.93735926
2012,DHB,BM3,-2.8520252,-1.9563294,-0.4268495,9.594001921,20.15321248,31.80651405,1.1905615,0,6.1126069,0.1829135,-14.70252,0,0,0,27.73328654
2011,DHB,BM3,-2.8388403,-2.3375134,-0.4576345,9.565785059,16.89258145,32.70720861,0.740086898,0,5.05664,0.223111,4.057267,0,0,0,28.52912614
2010,DHB,BM1,-1.7526895,-1.7417757,-0.3897008,8.997999635,18.37607774,30.82977731,1.54806226,0,6.103416,0.1495387,5.39091,0,0,0,13.38685957
2009,DHB,BM1,-4.0508187,-3.0720548,-0.4716347,8.638139946,13.29355453,23.18161839,2.015921872,0,7.3877274,0.1222881,19.255999,0,0,0,15.1109527
2008,DHB,BM1,-5.0319738,-3.8634036,-0.552684,8.302261728,23.41579077,27.22461577,3.007088565,0,8.630732,0.1086853,17.811552,0,0,0,19.71382099
2007,DHB,BM1,-3.6402926,-2.7476309,-0.4732262,8.145533738,23.3957583,31.7768752,5.241538921,0,9.5165338,0.1144987,11.456158,0,0,0,18.55108402
2006,DHB,BM1,-2.9596507,-2.3801937,-0.4309765,7.954631895,21.1964831,35.29254423,6.98594444,0,11.5418749,0.1169997,7.658237,0,0,0,17.77524523
2005,DHB,BM1,-2.5941881,-1.8531329,-0.3844296,7.880223299,23.17372784,33.5296,8.905440644,0,11.9317051,0.1272794,-17.407145,0,0,0,21.68576962
2024,FED,BM1,-2.0662654,-2.0524297,-0.7350822,12.63886689,10.59693992,24.53057202,2.130001291,0,0.9794159,1.1619605,14.705731,0,0,0,10.30867307
2023,FED,BM1,-2.0877553,-1.7170135,-0.6654574,12.46975078,12.10541072,24.91824292,2.358694242,0,1.0977107,1.1190653,14.940886,0,0,0,10.29889314
2022,FED,BM1,-3.762762,-2.1425722,-0.7868132,12.305675,11.75631555,27.25863917,2.801920489,0,1.2068596,1.0575889,10.824245,0,0,0,11.5694451
2021,FED,BM1,-3.4486426,-1.9892031,-0.7342075,12.21288632,12.48831436,23.48930975,3.412294087,0,1.3560846,1.108093,10.38,0,0,0,7.962608185
2020,FED,BM1,-9.0600569,-2.7615821,-0.8937051,12.10425057,12.44268643,22.29281042,2.843930377,0,1.5374557,1.0897287,11.10287897,0,0,0,11.49260029
2019,FED,BM1,-2.2081866,-1.9988466,-0.7112648,11.97879553,12.00478361,21.64648709,2.91576615,0,1.7620848,1.047242,9.762388956,0,0,0,11.88623045
2018,FED,BM4,-1.3593302,-1.8792851,-0.6905624,11.83728141,11.32770616,22.46063476,3.000476535,0,1.9399251,0.9495713,8.309570434,0,0,0,12.59044238
2017,FED,BM4,-1.2813949,-1.6798935,-0.6581053,11.6524868,12.85752874,22.64054222,2.330997508,0,2.4204504,0.8789544,9.754699521,0,0,0,13.47821487
2016,FED,BM4,-3.6356696,-2.0598319,-0.7552801,11.45721581,11.6893874,22.11364268,2.836794998,0,2.6093675,0.784449,6.009697605,0,0,0,17.59106825
2015,FED,BM4,-3.4128404,-2.0992179,-0.7814053,11.32479282,10.70677615,19.65506386,2.036000206,0,1.3376128,0.7507548,13.694184,0,0,0,17.13535801
2014,FED,BM4,-3.4235639,-1.7862517,-0.7116947,11.21981732,10.73205954,18.87544421,2.462584304,0,1.5146862,0.6999891,12.600406,0,0,0,21.75387411
2013,FED,BM4,-3.384735,-2.1993969,-0.7919337,11.17089907,11.16052646,17.3380847,3.438487535,0,1.6348676,0.7754693,13.88731,0,0,0,25.75089268
2012,FED,BM4,-2.0890969,-2.1350985,-0.7558304,11.01249186,10.62448282,16.07807602,3.351601209,0,1.6955006,0.7582979,14.365239,0,0,0,25.0652737
2011,FED,BM4,-1.9987271,-2.5553955,-0.829718,10.84848943,10.07237653,18.30089609,3.490834784,0,1.979821,0.7659498,11.982378,0,0,0,21.21567841
2010,FED,BM4,-2.2969731,-2.0480501,-0.7392132,10.68454499,9.311605297,16.10063109,2.970811166,0,2.1328893,0.7596074,10.304534,0,0,0,17.71048991
2009,FED,BM4,-3.5219906,-3.5536049,-1.0398294,10.56748561,8.981040232,14.91602982,2.573646254,0,2.1771987,0.7924341,12.130865,0,0,0,16.72622349
2008,FED,BM4,-5.8246959,-4.2580077,-1.2101454,10.38919403,8.280429015,16.10283164,2.426657008,0,2.3426129,0.7805083,13.561542,0,0,0,9.755099737
2007,FED,BM1,-3.2188517,-3.0423887,-0.897372,10.13022195,16.70203849,19.30097678,2.952150291,0,2.5404754,0.8003318,21.272678,0,0,0,10.192016
2006,FED,BM1,-5.787097,-2.7101119,-0.8885136,9.935127019,16.51449283,22.04864391,4.622810518,0,3.0158896,0.8259292,22.824875,0,0,0,15.16993714
2005,FED,BM1,-2.6949669,-2.1768728,-0.7756304,9.730381144,23.25430221,22.37071613,7.285978415,0,3.4605488,0.8267966,13.130335,0,0,0,18.60661772
2024,INSD,BM1,-2.6727476,-1.9127733,-0.6625158,13.15179624,8.199982005,25.86962531,1.923259272,0,0.8772439,1.7705107,15.244206,0,0,0,20.93014498
2023,INSD,BM1,-2.2501638,-1.5510501,-0.5434793,13.03419654,8.381363414,25.62521754,1.981488733,0,0.948947,1.7643903,14.444471,0,0,0,20.36028605
2022,INSD,BM1,-3.6793767,-2.0872719,-0.7691132,12.90414414,8.427630293,25.0527564,2.270069168,0,1.0462241,1.7093733,10.127366,0,0,0,19.12420853
2021,INSD,BM1,-3.5031915,-1.9838108,-0.7379765,12.80208303,8.370098918,23.51014037,2.671563173,0,1.2259276,1.6444135,7.329,0,0,0,20.99393849
2020,INSD,BM3,-11.1199658,-2.8451019,-1.0179446,12.63479048,9.022433187,23.05175146,2.450323105,0,1.5017623,1.4457185,14.55207843,0,0,0,31.34281581
2019,INSD,BM4,-2.8870739,-1.942457,-0.6768731,12.53472661,10.41069082,22.94938216,2.098652138,0,1.5320252,1.5121697,13.06650956,0,0,0,22.75433718
2018,INSD,BM4,-1.687041,-1.8030517,-0.6272213,12.30874728,9.295758785,25.38006065,1.16844364,0,1.8019087,1.285731,16.21114302,1,0,0,23.19208886
2017,INSD,BM1,-0.6030707,-1.5088694,-0.5363646,12.09317498,8.652880348,25.74707413,0.927794856,0,2.1869296,1.1391155,14.95949871,1,0,0,18.07584691
2016,INSD,BM3,-2.4334375,-1.9648013,-0.6998638,11.86987932,8.075112537,24.20842488,0.874064776,0,2.6862856,0.921466,16.13556084,0,0,0,24.41003306
2015,INSD,BM3,-2.8092298,-2.0010941,-0.7174163,11.62435388,10.50185644,23.44828587,0.814166603,0,3.9174735,0.7858346,18.221873,0,0,0,22.99495282
2014,INSD,BM3,-1.8590579,-1.6866454,-0.6040277,11.37396141,9.623608586,21.54247971,1.117763544,0,4.3673339,0.7090245,16.889627,0,0,0,23.45791
2013,INSD,BM3,-4.2385942,-2.1414641,-0.7464618,11.20240477,9.6073498,21.04387808,1.025455388,0,4.6436531,0.7283858,17.154641,0,0,0,19.49105035
2012,INSD,BM3,-2.2845471,-2.1048996,-0.7200582,10.96120961,12.14669265,21.07990593,0.982829507,0,5.8630919,0.6564071,18.257944,0,0,0,17.79538532
2011,INSD,BM3,-2.911127,-2.6036317,-0.882833,10.72844868,11.26751974,23.43664119,1.008623721,0,6.4257552,0.6119327,17.908659,0,0,0,13.94491389
2010,INSD,BM1,-3.6847719,-2.1182056,-0.7662635,10.47360584,14.75432279,22.57344603,1.233902444,0,7.5735058,0.5626842,17.249621,0,0,0,12.22182587
2009,INSD,BM1,-5.747293,-3.778298,-1.3219988,10.22610288,16.59143159,19.77902815,1.609311313,0,10.2489534,0.5441585,9.842966,0,0,0,13.88156454
2008,INSD,BM1,-8.0801622,-4.4614273,-1.5188547,10.05457133,17.23468249,18.46412969,3.039466543,0,11.5503028,0.5734057,6.237586,0,0,0,18.36450861
2007,INSD,BM1,-6.210194,-3.0883816,-1.0299117,9.948802189,19.80258919,19.71792779,3.07540572,0,12.1938978,0.6542536,7.095385,0,0,0,21.84454178
2006,INSD,BM1,-8.5211001,-2.7516483,-0.966069,9.776932892,20.34794597,22.9919574,2.864672134,0,15.64055,0.6932336,4.343502,0,0,0,26.85530382
2005,INSD,BM1,-4.1875095,-2.1675414,-0.7802073,9.656435789,18.83891587,19.1329469,3.531291318,0,16.0036016,0.713679,25.790146,0,0,0,24.00746542
2024,KAR,BM1,-2.6212743,-2.0216706,-0.6783016,11.66207428,10.7005189,25.51968399,3.532001213,0,1.8054835,0.4511841,13.705738,0,0,0,14.09248363
2023,KAR,BM1,-2.3568133,-1.7186074,-0.6445397,11.50346423,12.06063326,23.98027885,3.740303458,0,1.8070009,0.4581861,15.419856,0,0,0,13.23869255
2022,KAR,BM1,-3.0105615,-1.9915616,-0.6287899,11.42501179,12.90873534,25.23736225,3.896218998,0,2.1696593,0.4678919,7.405057,0,0,0,11.1005401
2021,KAR,BM1,-3.0618015,-1.8070409,-0.5513504,11.35762079,12.88931846,21.98760595,4.909256675,0,2.4451955,0.4855795,7.652,0,0,0,10.94660466
2020,KAR,BM1,-6.2626466,-2.5119267,-0.6356604,11.33036573,13.95432118,21.13668623,4.823871733,0,2.8970828,0.5136667,7.345869657,0,0,0,7.857931192
2019,KAR,BM1,-1.8041283,-1.9303754,-0.6241375,11.27778214,13.66348421,21.09566763,4.410592043,0,2.7147815,0.5311866,8.52569054,0,0,0,8.373935931
2018,KAR,BM1,-2.0960895,-1.8396636,-0.631982,11.16157454,13.00770786,20.9909872,4.924959652,0,3.3355106,0.5330783,6.171060855,0,0,0,4.728518556
2017,KAR,BM4,-2.1462136,-1.6657597,-0.6237382,11.06724129,12.45261723,21.75509654,4.208018445,0,3.318202,0.5105825,10.24007056,0,0,0,16.07139048
2016,KAR,BM4,-4.1302719,-1.990457,-0.6682574,10.94200184,15.30932011,17.90765067,3.44409597,0,2.7727831,0.5002472,11.73198423,0,0,0,13.18773922
2015,KAR,BM1,-4.0855568,-2.0360926,-0.7013867,10.85585173,15.29527115,17.33707887,2.951086924,0,2.9295645,0.4876976,14.017454,0,0,0,7.281766498
2014,KAR,BM4,-3.4940825,-1.7751994,-0.6850321,10.75851547,15.40817691,18.63069094,2.92038762,0,3.0352484,0.475589,10.52698,0,0,0,14.729879
2013,KAR,BM4,-4.3190894,-2.1591234,-0.730538,10.63408417,14.53454564,16.00305378,2.513563649,0,3.4309689,0.4853,12.761264,0,0,0,21.50202368
2012,KAR,BM4,-2.9788482,-2.1093657,-0.7069555,10.50016709,13.97945671,16.48220269,3.268351361,0,4.0374448,0.4897821,9.789363,0,0,0,24.63611869
2011,KAR,BM4,-2.49313,-2.4668082,-0.7163498,10.36385135,13.04729205,20.61713603,3.967952134,0,4.454787,0.486771,9.602025,0,0,0,29.42530342
2010,KAR,BM4,-3.3079838,-1.8926521,-0.5811809,10.20439072,14.74373505,16.39489171,3.725951028,0,4.0084776,0.4999168,9.831217,0,0,0,27.5815148
2009,KAR,BM4,-3.904863,-3.2021247,-0.6753344,10.03704796,14.58673399,15.26105509,3.655829167,0,3.9459765,0.5004253,18.102373,0,0,0,28.53726876
2008,KAR,BM4,-4.6307515,-3.9684548,-0.8864567,9.869921348,14.0183905,16.99705256,3.422806701,0,5.1559493,0.5125264,18.46598,0,0,0,20.5578556
2007,KAR,BM4,-2.8730494,-2.9039646,-0.7223945,9.694155445,13.09716891,16.60547809,3.944954128,0,6.7820012,0.5204956,15.068307,0,0,0,15.62494254
2006,KAR,BM4,-5.6470718,-2.5448781,-0.7058826,9.612685478,13.45770956,17.25813672,5.12730255,0,6.8844965,0.6117833,16.852032,0,0,0,24.12921514
2005,KAR,BM4,-3.9193275,-2.0392763,-0.6281986,9.43561909,12.80797351,18.59706588,7.578801106,0,6.8356772,0.5897528,17.557216,0,0,0,25.43161517
2024,JAK,BM2,-4.6599947,-1.8779967,-0.4532726,11.94812146,12.62917636,31.17075261,4.079312592,0,0.4649117,0.6201268,15.936467,0,0,0,20.72478917
2023,JAK,BM2,-2.6605303,-1.5651402,-0.4375652,11.89110337,14.67954994,36.03274667,6.040730473,0,0.4595408,0.6400053,13.336152,0,0,0,21.15356689
2022,JAK,BM2,-5.3292461,-1.9348702,-0.4859454,11.77991297,16.29746141,41.0252293,8.666037766,0,0.5399886,0.6676722,6.759928,0,0,0,27.83545184
2021,JAK,BM2,-4.0534785,-1.7660153,-0.4682155,11.69767695,17.62362562,32.69891812,9.670574062,0,0.4862446,0.6935744,6.538,0,0,0,32.47562108
2020,JAK,BM2,-5.0402033,-2.4928724,-0.494796,11.59792905,17.02860427,30.33229675,10.97087487,0,0.5744457,0.6997346,-17.50305778,0,0,0,24.87359089
2019,JAK,BM2,-2.6615329,-1.8156437,-0.4376532,11.52689037,15.30407871,29.20126524,8.968071081,0,0.4408327,0.6955954,7.270970872,0,0,0,18.53995689
2018,JAK,BM2,-1.6142571,-1.7185864,-0.4327079,11.40408799,14.55680759,27.88123231,9.961643518,0,0.5438237,0.6783658,3.424983495,0,0,0,21.43411522
2017,JAK,BM2,-1.360915,-1.5174513,-0.4413024,11.31470221,14.44882334,23.82706111,11.19959607,0,0.5887063,0.6521481,-26.97900075,0,0,0,20.93677115
2016,JAK,BM4,-2.5805029,-1.8771055,-0.4606354,11.29312719,12.49507726,21.04363831,8.322166224,0,0.5115395,0.6875325,6.638432434,0,0,0,18.73267528
2015,JAK,BM4,-1.5006165,-1.9271087,-0.4685551,11.23757701,12.42718387,18.40667247,5.969864289,0,0.5080646,0.6970248,8.595754,0,0,0,26.26863846
2014,JAK,BM4,-1.6605513,-1.645834,-0.4393746,11.27237793,13.73603759,16.41678027,1.661987452,0,0.4860475,0.8125449,22.335383,0,0,0,28.65480202
2013,JAK,BM4,-1.3632996,-2.0436641,-0.4534786,11.18084996,14.74775436,14.93861501,1.615335107,0,0.5268219,0.8643797,23.55689,0,0,0,33.78440341
2012,JAK,BM4,-1.12053,-1.9781631,-0.4295447,11.00657681,14.72430569,15.51640951,1.54003464,0,0.6022404,0.826629,21.216712,0,0,0,35.86443507
2011,JAK,BM4,-1.6687167,-2.3651183,-0.4409773,10.82989006,14.51931614,18.61090166,1.946155964,0,0.6997716,0.7955295,18.960941,0,0,0,37.70349227
2010,JAK,BM4,-1.4563584,-1.8419592,-0.440397,10.6583598,14.13297477,16.62390198,1.970991507,0,0.7172675,0.7844489,18.190995,0,0,0,26.59417766
2009,JAK,BM2,-1.9905236,-3.2201032,-0.512162,10.53723663,14.37105037,14.56342152,2.635615661,0,0.8884635,0.8122685,16.715399,0,0,0,18.01455135
2008,JAK,BM2,-4.7991553,-3.9462259,-0.5361427,10.39684104,14.36144994,15.06447883,2.530786892,0,1.1565681,0.8612269,16.78513,0,0,0,11.82031311
2007,JAK,BM2,-2.2181254,-2.7808438,-0.4562928,10.26278753,14.26098769,18.08369153,2.887048539,0,1.2785303,0.934182,14.41552,0,0,0,11.18706657
2006,JAK,BM4,-3.39478,-2.476744,-0.4787743,10.18297296,14.69819455,19.00024071,2.514976813,0,1.3560801,1.0849002,10.207784,0,0,0,17.23874387
2005,JAK,BM4,-1.1671148,-1.9700186,-0.4636412,10.10327375,14.66482653,19.61851849,2.718588014,0,1.3105763,1.1779196,7.061314,0,0,0,27.18735019
2024,KVB,BM1,-1.8542875,-1.925313,-0.5135966,11.56727344,10.51637698,26.75503481,1.399612419,0,0.9140101,0.4100258,17.233644,0,0,0,16.82720599
2023,KVB,BM1,-1.5576972,-1.6358684,-0.4975559,11.40955656,10.50545908,26.47340772,2.272391153,0,0.9584024,0.4019122,13.67212,0,0,0,16.78247356
2022,KVB,BM1,-3.0204039,-2.0000945,-0.6055623,11.29067304,10.54097179,29.16940891,5.961891602,0,1.0402122,0.398623,9.250758,0,0,0,16.94237752
2021,KVB,BM1,-3.1616402,-1.8542194,-0.5964442,11.22020657,10.72212378,31.09643481,7.843354418,0,1.1287066,0.4061432,5.301,0,0,0,20.59904916
2020,KVB,BM4,-5.5575556,-2.5268518,-0.6119008,11.13134538,10.34474596,24.37799227,8.683205438,0,1.3636374,0.4227183,3.609357084,0,0,0,16.34199796
2019,KVB,BM1,-1.5248846,-1.8768024,-0.5029219,11.14677887,10.7959243,23.82218791,8.79089594,0,1.4409246,0.4645737,3.324151304,0,0,0,34.61679829
2018,KVB,BM1,-1.8369904,-1.7815287,-0.4936318,11.11157337,10.68637216,21.52744407,6.5598385,0,1.5044843,0.4823645,6.11815495,0,0,0,39.91404559
2017,KVB,BM1,-1.311492,-1.5963459,-0.5119616,11.03178195,12.27389611,20.06303908,3.581061565,0,1.5723081,0.4832836,12.61327517,0,0,0,37.41127027
2016,KVB,BM1,-1.5150921,-1.9348648,-0.5353337,10.98503367,12.89861136,19.26963378,1.294916731,0,1.697646,0.4961917,12.87301714,0,0,0,39.39472564
2015,KVB,BM1,-1.5416495,-1.979455,-0.5423432,10.88092,12.51815732,18.31737348,1.847276577,0,1.5651948,0.4737231,12.262589,0,0,0,42.51588558
2014,KVB,BM1,-2.1660128,-1.7168014,-0.4917124,10.85017278,15.49540533,17.78676147,0.815696147,0,1.6516663,0.512795,13.400824,0,0,0,45.33292365
2013,KVB,BM1,-2.6640991,-2.0796799,-0.5015032,10.7522131,15.14761729,16.23426041,0.962304012,0,1.5915761,0.5202511,18.998228,0,0,0,42.2506799
2012,KVB,BM1,-1.0312441,-2.019739,-0.4576325,10.53568678,13.89654599,14.95816571,1.3261668,0,1.9873692,0.4975804,20.806541,0,0,0,35.88402893
2011,KVB,BM1,-1.0481514,-2.3803841,-0.4736427,10.24795769,13.34802051,17.34884924,1.263820177,0,2.3231514,0.4402138,22.256785,0,0,0,28.1745798
2010,KVB,BM1,-1.3654299,-1.9222296,-0.5284953,9.995827102,13.54016464,17.38986008,1.72095064,0,1.7127031,0.4059865,22.627308,0,0,0,24.19019467
2009,KVB,BM1,-2.1945687,-3.2070681,-0.6224831,9.744535378,12.63603372,15.05268572,1.948934478,0,2.1195202,0.3716624,18.568981,0,0,0,21.89433599
2008,KVB,BM1,-5.3782365,-3.8529699,-0.5908482,9.587613549,12.25464086,16.76982614,2.027380082,0,2.9403154,0.3780048,18.492377,0,0,0,14.8648822
2007,KVB,BM4,-3.078853,-2.7694506,-0.4848312,9.312807408,10.42087631,19.51089742,2.821795941,0,3.0784715,0.3463297,16.540019,0,0,0,16.55732084
2006,KVB,BM4,-1.8084105,-2.4992186,-0.5528657,9.105855895,10.33450435,22.66532651,3.914476512,0,1.3495122,0.3500209,16.582383,0,0,0,13.13176477
2005,KVB,BM1,-1.5402332,-2.0320056,-0.5570143,8.972698235,10.36287056,24.23781111,5.102299093,0,1.4188675,0.3631006,14.303926,0,0,0,8.551933823
2024,RBL,BM1,-4.8846035,-1.7055536,-0.6720043,11.83813605,9.355807099,39.22365723,2.651811301,0,2.70154,0.4761951,8.232625,0,0,0,17.7698019
2023,RBL,BM1,-3.3256831,-1.3996506,-0.5569822,11.66027747,8.535001063,43.44210947,3.36762057,0,3.0580459,0.4451723,6.739675,0,0,0,16.31663029
2022,RBL,BM1,-7.2210579,-1.9809489,-0.7402446,11.57316015,8.417063532,34.44129859,4.404632986,0,3.3559355,0.4598578,-0.591241,0,0,0,10.64287435
2021,RBL,BM1,-5.0588197,-1.9943667,-0.7554214,11.51941052,7.948668271,26.97120843,4.33713532,0,3.39517,0.469318,4.369,0,0,0,7.303731367
